"DATASET_STRING","TOPIC_STRING"
"ACSSPP1Y2011","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2012","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2013","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2014","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2015","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2016","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2017","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2018","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2019","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2021","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2022","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2023","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP1Y2024","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP3Y2009","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP3Y2010","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP3Y2011","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP3Y2012","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSSPP3Y2013","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Units_and_Stories_in_Structure, Veterans, Year_Structure_Built"
"ACSST1Y2010","Age_and_Sex, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, International_and_Domestic_Migration, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Born, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Relationship, Residential_Mobility, SNAP_Food_Stamps, Same_Sex_Couples, School_Enrollment, Types_of_Rooms, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Structure_Built"
